reviewerID,review,stars
AFEMX6EMKW8K5,The Angel hair is my favorite.: I lost 9 lbs in two weeks with no exercise. I ate Miracle Noodles for lunch and dinner about 4 times a week. The Angel Hair is my favorite. The rice and linguine are okay.,5
A3FMRZ3CB435OU,"Delicious! This is the best, healthiest, tastiest way to lose weight!: These taste very similar to the rice noodles you get in the restaurants.  These are not rice, though.  These are not the same as Italian pasta noodles so don't think you are getting something like that.  These are delicious.  I rince them, boil them for 3 minutes, drain, and use them as I would any other noodle.  Especially good with a stir fry with veggies.  I had them with marinara sauce over them with parmesan cheese.  Delicious.  I'm losing weight fast!!!  I also make the cheddar biscuits by Carbquik, and have that on the side.  A no carb filling meal that tastes great!",5
A2HAH201RGZ8Y6,"I really like using it: I really like using it! I would like to buy it more often, but it is too expensive.",4
A10Z023Z2XKM0D,Beware of Subscribe and Save on this Item: This is the fourth month that Amazon has elected to substitute the green Spinach noodles for the Black Angel Hair that is my selection. I HAT the Spinach flavor. It doesn't taste like spinach and it smells like low tide. Now I have FOUR boxes of these. Ugh.,1
A2SH067HJFNCR7,Damaged pack: One noodle package was cut and leaked water all over the box.,1
A102Q6M13ZJKQC,Finally!: Really good.  Will buy again and again. Finally a no calorie pasta substitute!,4
A2HHYBL5SM59VQ,"I've Never Hated A Noodle Before...: I went low carb a month ago and was craving noodles.  The internet, magical wonderland of good suggestions that it is, collectively informed that shirataki noodles were a viable option for replacing the carb-y goodness that I was so longing for.

Wrong.  Wrong wrong wrong.  No noodle should ever be as disgusting as this.  It is a sin.  The smell upon opening the package is akin to sniffing a stagnant swamp.  That should have been enough to keep me from trying them, but I ventured on and gave them a chance.  I made Pad Thai.  I followed the instructions for the noodle package.  Rinse, boil, dry, and then prepare as recipes suggest.  My meal looked delicious.  ""Hello noodles, oh how I've missed you!"", I thought to myself.  I took a bite.  The flavor of my meal was great.  And then, I tried to chew.  NOPE.  The texture was like chewing on rubber bands.  Each time I tried to bite down, the noodles sprung back together.  What was this sorcery?  Why wouldn't it just stay chewed?!  Noodles shouldn't put up so much of a fight.

I couldn't finish my meal.  I was left feeling hungry and disappointed.  I felt betrayed.  I wouldn't suggest trying these unless you like the look of intestinal parasites, the smell of swamp, and the feeling that you're chomping on a never ending supply of rubber bands..",1
A1521YVL9KW8SP,"Decent value: These noodles are very helpful for a low carb lifestyle. Only disappointment is that you can't just get one kind. Even though they all taste the same, the fettuccine and the rice shaped ones are easier to use than the angel hair, but the price is good compared to the store.",5
AZTYFU6FPB97B,"Not for everybody: We bought these for my daughter who is on a strict ketogenic diet for seizure control.  Thought it was a great no-carb option but they didn't work out.  She has no digestive issues, but these didn't digest at all!!  Sorry for tmi, but the noodles came out nearly whole in her diaper.",2
A3BL4KFWK0BDL0,Three Stars: Pasta zero at walmart tastes better,3
AG8P336UHW5JY,Beware: Awful taste.  Felt like chewing gum,1
A2PXJGV9WU7WFV,"Rubber food: Awful, awful, awful, don't waste your money. Tastes like rubber onions without the flavor. When you are ""drying"" the product it makes a popping sound but never really dried. Disapppinted.",1
A4Q75JTL6DH9Q,Four Stars: great substitute for pasta -,4
A25FKS5M3A88ND,One Star: These taste awful.,1
A32IWY7YO6V0RB,"Dont believe the hype!!!: These miracle noodles are nothing like the real thing. If you can get past the awful fish smell when you open the package, good luck with the long process of cooking them!!!",1
A243MV3JUNH30L,"Worth trying: I bought this on the recommendation in the book ""The Plant Paradox"".  It's supposed to be an excellent way to feed your good gut bacteria.  It also satisfies my craving for carbs (I'm on a ketogenic diet).  The drawback is that it's a several step process to cook.  I highly recommend you 1) Rinse product with fresh water (it does have a fish smell; don't ask me why, I have no idea 2) Spread rice out flat in a pan on very low heat and let most of the water evaporate 3) Add your seasonings - I usually add vegan pesto, which tastes great.",4
A1KS76AAVEN4OZ,Five Stars: Great with stir fry,5
A3EKGPGOQ8BR9I,"Only ok: You really need to try ""Easy to prepare, no rinse, no boil shirataki noodles"". MUCH better texture. Not smelly. Bigger serving. Much closer to western noodles in "" mouth feel"".",1
A1AA5E9UVLJ18Z,"yuck!: these are soooo disgusting. smells like fish when you open it. slimy and no matter what I put on them , I cannot get the smell or consistency out of my head.",1
A2QN4Z9GUUISQH,"Effective, but spotty quality control: As advertised, these noodles have absolutely no flavor, and also no calories. To cook them, I use a nonstick pan with no fat or spray or anything, rinse drain the noodles and just dump them in plain into the pan. I push them around a little with a bamboo spatula until they squeak (yes, they really do squeak like sneakers on a waxed gym floor when they're done--wait for the squeak, about 10 minutes on medium heat for me). Once they're cooked, they can be added to anything without falling apart. They'll last a day or two in soup as leftovers before disintegrating, but they will eventually dissolve into whatever you put them in. It's their way.

Obviously, they're best with Asian-inspired dishes (they're *wonderful* in pad thai), but I've gotten brave a few times and used them with red tomato spaghetti sauce. Let's just say that if the sauce is strong enough, they're far, far tastier (although not nearly as nutritious) than spaghetti squash or other common ""diet"" substitutes.

Most commonly, I use these as a supplement to my ""fast"" day dinner as part of the 5/2 diet I'm on. They can bulk up an existing portion so I feel full. One package is about one realistic portion per person.",4
A12VY50VMH0J3D,Five Stars: Ive only eaten the fettuccine but it was delicious. I was very pleasantly surprised!,5
A2PG1FFBK73LP3,One Star: Awful.,1
A8Q45Q0L77L69,One Star: Taste terrible...,1
A2YYH4HXXEYDHL,"One Star: No taste. Noodles created diarrhea.  Wish it had been of benefit, but it wasn't.",1
A33UOZIHV8F0EG,"What is this stuff ?: This is the worst, disgusting product I have ever tried!  It is a smelly, slimy, rubbery mess.  It in no way resembles pasta at all.  No matter how you prepare it, it is like eating tasteless rubber bands  I will just go and get some Dreamfields if I am in the mood for pasta.  Don't waste your time and money.  You are better off going without.",1
A1IX3YUYOKUTI9,"complete waste of money: GROSS, complete waste of money!",1
A39X7K20RXUF1A,"There was a smell but just like the instructions say the smell completely goes away by ...: Based on the reviews,  all my packages were filled consistently. There was a smell but just like the instructions say the smell completely goes away by the time you are done rinsing. The prep was very easy to me: rinse for 15 seconds, boil for two minutes, dry in a hot pan which took about two minutes. It was very quick and easy for me. The consistency is obviously not quite rice because it isn't but is most closely like the texture of short grain brown rice. It was definitely better than eating my seafood veggie curry without any rice. Would make and order again!",5
A3HB88SONKGXIU,"slurpy slurpy: This product is great! It does everything that I need, it gets me full and it is low in calories. Here are some facts about it that you HAVE to know before purchasing...

1. When you open the package the smell can be strong but only when you're right next to it.
2. FOLLOW THE INSTRUCTIONS, and you will be fine when preparing any type of noodle dish.
3. I make a TON of this for the entire week, dinner and lunches, and then leave it in the fridge until I reheat. Unlike normal noodles, these seem to NEVER harden or ""go old"" you know that left over noodley taste/texture, these don't have that!
4. The texture is almost identical to an overcooked noodle.

I really like them and I don't think I'll go back to regular noodles now that I don't have a real reason to.",5
A3JUPWN10O8DPF,"So Worth The Money: I have had other brands in the past and they were chewy and not great. I prepared the rice exactly as instructed and then I created a fried rice dish, it it was amazing.",5
AVDUA07G5A4PP,"Not For The Faint Of Heart: I tried the product due to the zero calories/carbs/fat content.  It stinks like rotting fish right out of the package and needs to rinsed thoroughly to get rid of the smell.  I didn't like the mouth-feel of the ""rice"" version, and the ""angel-hair"" version tends to clump together while cooking.  I have yet to try to wider noodles.  Perhaps I just need to find the right sort of recipe.  I think I'll stick to Spaghetti Squash in the mean time, even if it does have calories and carbs.",3
AXTO58SVWNIVP,"Picky eater approved: I am likely the world's pickiest eater.  I seriously like almost nothing but I'm trying to eat healthier in general and read about these noodles so I decided to give them a try.  I absolutely hate seafood of any kind so all of the reviews mentioning the fishy smell and flavor scared me a lot.  I'm weird about texture too so all of the reviews about rubbery texture (""like eating rubber bands"" and all that) scared me a lot.  But I went for it anyway.
Here's my experience: I opened the package expecting the fishy odor that I read about and it was there.  It was slight but definitely there.  I quickly rinsed the noodles and added them to some boiling water.  The package says boil for one minute - I boiled for five minutes.  I rinsed them again and I could still smell that fishy smell - but just barely.  I patted them dry in a paper towel (like the package instructs) and....Ta-da!!!  No more fishy smell!!  No smell at all and no flavor either.  I added the noodles to some homemade chicken noodle soup and they were good.  The texture was fine.  A little chewy I guess but nothing I couldn't handle - and that's saying a lot coming from me!  Trust me - I was really expecting to throw the whole package away but I was pleasantly surprised and will be using these again.  I can't see using these like a pasta noodle but definitely for soups and probably for a few other dishes.",4
A2O66N9FVO6983,i am hooked on these noodles they are really good on the grounds that i am very picky i ...: i am hooked on these noodles they are really good on the grounds that i am very picky i tasted this andfell in love,5
ACRVED3RUTQ9S,"The noodles are great, the rice thought are really hard to cook ...: The noodles are great, the rice thought are really hard to cook and may stay rather tough, they do not adsorb flavor like i wish they did. The texture is like chewing on small gel beads.",4
A18XXZO3NMJNVS,Good: Have on auto delivery.  They are my go to whenever I want to eat but don't want calories.,5
A36MS27KAA5S26,"I couldn't stay on my diet without these.: Noodles on a very low-carb diet. What's not to like? I'm not the type to expect a noodle that's not made of flour to taste, smell, and feel like a noodle that is so I don't get all of the whining about the different consistency. If you follow directions and read up on others' tips you know how to properly prepare them:

1. Rinse them VERY well in a colander.
2. Squeeze them dry!
3. If you've got the time, try to 'dry cook' them by themselves in the microwave or a skillet for a couple of minutes before topping them with sauce.
4. If you don't have the time, add the rinsed and well-squeezed noodles to whatever you're cooking them make sure it simmer for a couple of minutes to allow the noodles to absorb the taste.
5. Remember: THEY ARE NOT REGULAR PASTA AND WILL NOT LOOK OR TASTE EXACTLY LIKE REGULAR PASTA. Sheesh.",5
A19EUEK4ANO5NB,"My children enjoyed these noodles: My children enjoyed these noodles, so it's a win for my family and I. I would recommend this product and the smell mild.",5
A1K8700B86OIOD,One Star: not the fault of the product... I just couldn't eat them,1
A3GAMJOBLXAPS1,"Great Pasta Replacement, Problem is with the Orders Received: We really like the noodles, especially the Fettuccini style. We have tried them as a pasta replacement and soups and stir-fries and would recommend them to anyone. Yes, you do have to rinse them but with a good colander that is not an issue.

Here comes our only complaint. I tried to find a way to send a message without posting on the product but was not way found.
We have ordered these several times and with the last two orders we have not received what was ordered. I have been ordering the 6pk of fettuccini and one time I received Angel Hair. This time I received the assortment pack. With the last order the package had two labels. One on the end marked 6-Pk and one on the top marked Assortment. I did not want to leave a bad review on the product because I have no complaints with that. Only on receiving the product ordered. This will need to be corrected or I will not continue to re-order.",5
ALJ50UIWJ0S2Y,Five Stars: This is one of the best products in my opinion,5
A3P752WKLUCEPB,"Great pasta substitute!: Really good - the texture is a little like the difference in egg and clear rice noodles. They do take on the flavor of whatever you pair them with, which is nice. This is the angel hairseemed more ramen than angel hair.",5
AA45GZA5JOJBW,One Star: not good,1
A3OES33VN1ST1,"has a clay like odor from the pack: has a clay like odor from the pack. Ok in soups. I am not used to shirataki, I must admit.",3
A1U9MQ0J29684U,One Star: Sorry but I would rather not eat than eat these...truly awful,1
A26XZUJ3BRYJ8L,"No noodles: When we tried to drain the liquid from the package as directed, the noodles had desolved into the rest of the package.
There were no usable noodles",1
A2EW3SO4K1R4H6,"Good if you learn how to enhance them.: I have learned many ways to enhance these noodles and they are what they are, not pasta. The smell some dislike can be removed by simply opening a corner of the bag and running warm water through it for a minute. Garlic powder, onion powder, a little soy sauce and some pepper, dry them after rinsing and stir fry. Works for me.",4
AFRGV4LNFWAI6,"Unbelievably bad: Ok, I'm not obese but like most of you want to loose that 5,10,15 pounds. Trust me this is not the way to do it.

Honestly, I really wanted to like it but it simply is just putrid. Try imagining eating roe or fish eggs with no flavor (the rice) or worms, yes, worms (the linguini).

This swill is slimy and in no way even comes close to pasta. (I did cook it right so don't flame me for that) I get a kick that they promote it as being thousands of years old and from Japan. Ya, so? Does that make it edible? Hardly.

Do yourself a favor and save your money on this crap and have smaller portions of the real stuff to loose weight or just die. Ya, your better off dying then eating this s***.

.",1
A2RHT2OFNUHLWO,"Unbelievably good: I could live without the rice, but the fettuccine is divine! You do have to prepare it right - rinse a lot, then stick in the microwave in some water for 2 minutes, then rinse again, and dry fry a few minutes. I added a spoonful of Thai sauce and had glorious Asian noodles.",5
A7K55HQ65O5YG,"but I actually really like them a lot: I wasn't expecting much when I ordered, but I actually really like them a lot!!! So easy to prepare too!! Totally guilt free pasta, that is a ""miracle""!!",5
A1SJ7COLMTDYYF,r: good,5
AATRYGM6QA1CI,"My Miracle Noodles!: These noodle are fantastic! My sister introduced them to me when she prepared one of her dishes and I've been a fan ever since. I ordered four boxes (24 packets total) of my own within days of trying her dish. I love how they taste and I'm thrilled that they are low calorie or calorie free! I've read a number of reviews that mentioned the fish smell when a packet is opened and I will admit that this is true. However, the smell, in my opinion, is not overwhelming and is easily washed away with cold water using a strainer. I've enclosed two dishes* I made with the angel hair and fettuccini packets. :^) Someone mentioned that these noodles don't work so well with pasta dishes but the dish that my sister made for me was a spaghetti and meatball meal using the angel hair noodles. It is because of her variation to this pasta dish that I eat these noodles for dinner every day now.  I'm aware that miracle noodles aren't for everyone as tastes differ but, I couldn't be more satisfied with the new addition to my menu. *Dish One: Saut&eacute;ed Eggplant with Mushroom and Onions Over Angel Hair Shirataki Noodles. Dish Two: Saut&eacute;ed Fish with Shirataki (Fettuccini) Noodles. Note: To minimize the calorie and fat intake, I use Pam butter flavored cooking spray instead of butter or oil for saut&eacute; dishes.",5
A1MQ2JP446I6BS,"Make sure you know how to prepare this specific noodle!: If you know how to prepare the product, it can taste just like normal noodles.

I love the invention of shirataki noodles. If you're like me, indulging in noodle-based meals can be too easy.

With this product, you're free and able to stuff your face with pasta and noodles.",5
ACACKKZ7ABREL,"Keto friendly, but read for more info on texture: I love these things. If you're a huge texture person, ONLY try the angel hair ones. The fettuccine really make the ""it's not a noodle"" thing evident. But in soups or sauce, the angel hair ones taste a lot like rice or glass noodles. The rice is meh. I prefer cauliflower rice. But when you are craving something that doesn't totally kill any fitness efforts, these are great. They're almost the same price in stores if you do subscribe and save.",5
AL40K5WAUGSOB,Texture is an acquired taste.: Returned. Sorry I could not get over the texture of chicken grizzell bits. Ew.,1
AMYGLJHVLXMCE,"Great Guilt-free Choice: I've tried these, as well as the 0-calorie pasta packed in water. One is just as good as the other if prepared properly. With these, I heat water in my microwave, then stir the noodles in, and once they soften (probably no more than five minutes or so) I rinse and strain them, then put them in a microwave-safe bowl/dish, along with whatever sauce, ghee, cheese, etc. I then use the Reheat feature of my microwave to heat them, and they taste great.",5
A2D9HQ6P8SW9S,"Bag may leak: Product is fine, but one bag leaked all over the other bags and soaked the box.",4
A2EHHG2CNECWNF,"Great.: As long as you know how to work with these, they are a great alternative!",4
ATTM6NHHYQWMK,Healthy alternative for low carb!: These noodles go great in any pasta dish with flavor as they are flavorless and absorb the flavors. You won't be able to tell you aren't eating pasta!!,4
A3CBTNH0R62I8O,Great product.: Big help for low calorie meals!! Great product.,4
A106A7CQV1JLH9,"I ate it with chicken teriyaki and it doesn't really have a taste which is fine by me: Firstly, I took off a star because I ordered the Rice/Angel/Fettuccine combo and got all six packs with rice. That aside, I ate it with chicken teriyaki and it doesn't really have a taste which is fine by me. The texture was perfect. I'm just annoyed about the wrong order but can't be bothered to send it back. I'll just eat it.",4
A2RED72WJRMGIW,"not to my taste: I ordered this product to try out for a eating plan I am following.  To me this is a product that either has to grow on you or unless you like the sensation of chewing of very hard gelatin that does not dissolve.  I had read on a blog that someone couldn't get past the fish odor.  I decided to try anyway thinking that maybe she had gotten a bad batch.  Unfortunately that is what mine smelled like also.  I rinsed it alot more than recommended in the directions and added alot more salt than stated and it did not help.  This is one of those products that I couldn't embrace, but others might.",1
A1OMO52ITJW738,"Low cal - low carb: The only reason I am only giving 4 stars is because of the rice. It is not rice-y, at all. It is weird and squishy, like the gummy candy version of caviar. Other than that, I am very pleased with this product. The preparation is easy to get used to, and they absorb the flavor of whatever sauce you add to them. They are very filling, and I plan to add them to my regular menu.",4
A2JLT3TKONAYTF,"One Star: Not good at all . Nothing help , sauce , soup or spices .",1
A369YCK9HHLXVF,Wow. Just like eating pasta: I tried the angle hair pasta and it was great.  Taste and feels like real pasta. Why have never seen or heard of this product before?,5
A3EPYGBCHVTD3B,"Pretty Good: I used this as a rice noodle replacement in Pad Thai and it was perfectly fine. Other people complained about the fishy smell, so I avoided smelling the package when I opened it, but at the end of the day, most Asian cooking has fish sauce in it. So, I used it and it tasted just fine. For a pasta noodle replacement, I just use zucchini noodles, which is also pretty good.",4
AQK99J49INCY,Four Stars: Super weird and off putting in appearance but surprisingly good- even my Italian husband approves!,4
A1F3CRJU33CEVV,"It's pretty much tasteless and the consistency is weird: This stuff was awful. I bought it with diet changes in mind, but I will never buy again. It's pretty much tasteless and the consistency is weird.",1
A3JWCQCMUK0GXS,... for the first time a month ago and I love them! I followed the instructions on someone elses ...: I tried these for the first time a month ago and I love them! I followed the instructions on someone elses review on cooking them and they turned out great! Like others have said- don't smell them. Cut them open and rinse them for a minute- then immediately dry fry them until all the water is out. After that you can mix in your sauce or whatever else with them. They are a little rubbery texture- but I usually make sure there is a chunk of vegetable or chicken with each bite and I can't even feel the texture of the noodle. Very good for a low/no calorie option!,5
A32V8IDVA3W4S,Being on a diet sucks but when you want pasta as part of your ...: Being on a diet sucks but when you want pasta as part of your diet and do not want to count carbs or calories this is the way to go. It easily takes on the sauce that you put on it so as long as you mix it well you will not notice that you are eating anything but pasta. When i run out i will buy more just wish the portion size was a bit bigger.,5
A2T5R3M45JCJ43,Four Stars: Great noodle replacement,4
AF1BSA53E88HF,"One Star: Horrible, do not buy these! Taste like rubber",1
A2SFCUXS3ECAB4,Horrible Taste: Tastes horrible. I couldn't eat it at all.,1
AY1O39YBE3FME,"These are great for low-carb diets: These are great for low-carb diets. There is a sort of funky smell to the liquid they're packed in. You have to rinse them thoroughly in a colander before boiling them, and there is no residual odor or taste. They get rubbery if overcooked, so they only cook for about a minute. The texture is more like a rice noodle, not firm like a regular wheat-based noodle. But they work well with any sauces, in homemade ramen soups, or stir-frys.",5
ABELFZY1RYG0R,"Risotto on a diet!: I was very skeptical of this stuff...but it's really good!  I've used it to make low calorie rice pudding, risotto, a broccoli rice casserole and in fried rice and stir fries.  It's very versatile and a great substitute for rice when you're controlling calories.  Like the noodles, it does have a weird smell when you open it but if you follow the directions to rinse, cook and dry it is much better.",4
A1ZDNMW1DZQSS4,"The flippin ROCKET BOMB GOOD #Ketofriendly!: Absolutely LVED - stir fry with sesame oil, zucchini, scallions and Cuban seasoning! The flippin ROCKET BOMB GOOD #Ketofriendly!",5
A1A9XEL74JMO4T,"Not quite what I was expecting, but delicious: For some reason I was thinking these would be dry noodles, but they come with liquid...I probably just didn't read the description. They take a little extra preparation, but overall they tasted great! They smell a little fishy when you open the package, but don't let that scare you off. They don't taste fishy at all, and as I said, tasted wonderful, and the AMAZING thing about them is that there are no carbs. Fantastic!",4
A23ZSXJ9HOFZNY,Tasty: This is my favorite of the miracle noodle products!  I like it best to replace spaghetti!,5
A37GPUFDPWFMM0,Whatever preservative that's added does smell (something like sea food or something) and I'm not able to ...: You can have your pasta and low-carb at the same time! Whatever preservative that's added does smell (something like sea food or something) and I'm not able to remove it even with a whole lot of rinsing. I wish there was a way to remove the smell easily which would make this perfect.,5
AF62UEJ8O8MTV,One Star: I was disappointed. The noodles tasted rubbery.,1
A36ROPTFJE0I9J,Five Stars: these are good,5
A6GTPE4HNOVZ3,"Excellant: Excellent as usual, anything I buy from Amazon always meets my expectations, the movies I bought, the noodles, everything I've gotten so far has always been great, I'm even feeding the rice I bought to my dogs so they don't get fat, thank you Amazon, I'm also losing weight like dr. Oz said, that's how I found the noodles in the first place, thanks Amazon again.",5
A3K5KS473EUNC6,"It was like eating rubber cement: It was like eating rubber cement. That was the texture. I can't even describe the taste. If I want pasta or rice, I'll stick to my gluten free versions over this. So nasty !",1
A3N932QLCM3YLE,Excellent Pasta/Rice substitute: Have grandson with epilepsy who is on a very strict Ketogenic Diet.  This has been a God send.,5
A1Z3RAJSOO9YCQ,One Star: Horrible very rubbery do not buy,1
A250L5RRY53SOP,One Star: Wasted my money.,1
A20CM7Y5QROOZW,"I recommend people try it!: The product came nicely and securely, so definitely worth the price! I just realized the taste does not work for me lol. No need to freak out about smell when you open it, its all because of what the noodles are made of which goes away easily when rinsed (which is what you're supposed to do). The zero calorie part is great when you ran out of calories for the day, but it definitely tastes that way lol. I just couldn't put much flavor in there so it's not for me but may be for other people! I'd say try it out because if it hits the spot for you, it's amazing for when you're hungry but don't have many calories left in your day.",4
A11K8SBBDWEBAA,BEST PASTA SUBSTITUTE: The best thing for pasta substitute so I can continue my new eating habits. Great for diabetics!!! Thank  you VERY MUCH!,5
A2HIQ58HM8I1JJ,"Love This!: So I love rice but try to stay away from pasta for the reason of wanting to lose weight, this fills that void. Easy to prep, just slice open the stinky bag, rinse well, cook in pan to dry out the noodles over medium-high heat per the instructions; you can boil as well (boil with ginger to hide odor) if the extra step is necessary but I just rinse and cook. I add whatever topping/sauce I desire. My current favorite is Pepper, Tomatoes, and Goat Cheese. I generally eat them 3-4 days per week while at work to satiate hunger and to prevent myself from destroying the fridge when I return home famished after working 13 hours; this has allowed me to be in better control of my diet.",5
A1PVPYDY12GDU7,Price a little better or the same but the variety is better than ...: Price a little better or the same but the variety is better than my local grocery...thank you for mixing it up :-),5
APPYYSB4QCNB4,Just not a fan of this. I can't get ...: Just not a fan of this.  I can't get over the texture.  I've even tried it mixed with cauli-rice and just can't do it...,2
A1ISR89T8GMP9Y,One Star: One packet had a hole in it,1
A1YKDJBJ0SO5XV,"Take a little more effort to prepare than normal noodles ...: Take a little more effort to prepare than normal noodles but damn, can barely tell the difference and I even prefer it now. Not that heavy, I ate too much feeling afterwards. I will definitely buy again.",5
A185PYHBG4TONU,Five Stars: Love these.,5
A3QVR6I0GZKXLM,I love it: Great for people that have diabetes.,5
A37YBHW921XQ6P,"One month past Best By Date: I ordered these and they arrived a week past their BBD (Best By Date).  I contacted Amazon and they gave me a full refund (and let me keep my noodles, to boot).  They said they couldn't replace my order because they could not guarantee the next batch would be any fresher.  That was kind of lame, but honest.  Anyway, I ate the noodles and liked them.  So I ordered another batch.  These were a MONTH beyond the BBD.  I'm not going to complain to Amazon because I was forewarned--sort of.

Anyway, I really like these noodles.  In my experience, the swamp smell goes away with about 30 seconds of rinsing.  I heat them in a pan for three to five minutes to dry them out.  They don't taste as good as pasta, but they also don't feel heavy in my stomach like pasta.  And with zero calories, I think calling them ""miracle"" noodles is not too much of a stretch!",4
A1ODEN8RLN1TMO,"Great for when I feel like doing stir fry without ...: Great for when I feel like doing stir fry without the calories in regular noodles.
Never had any problems with it. It is part of my monthly amazon pantry.
Just follow the rinse instructions and they are ready to eat.",4
A28C1309S1WFLR,"Not Bad: I followed the directions other people posted ,rinse longer than stated,and cook at least 5-6 minutes,i add these to my pasta sauce early afternoon so that they have a chance to absorb as much flavor as they can,not bad and no calories",4
AY4V8CUOQUA4R,One Star: Do not care for these.,1
A3AVZRQA3FFJJC,Good!!!!: Great product makes great Fettuccine.,5
A3VZQ31IGEWBHT,"NOTHING like pasta: I got these in ziti form as a filler for pasta dishes so I could eat less of the real stuff but still be satisfied. I did notice a bit of a smell after opening but it wasn't that bad once they were rinsed, and the taste was basically nonexistent. However, even after cooking in a sauce for 25 minutes these ""noodles"" had no sauce on them as it slicked right off and were soft and chewy, sort of like chopped onions. I did not like it at all. It ruined my whole dish because I couldn't escape them even though I tried eating around them, they stuck to the other ingredients so I kept accidentally biting into them. Gross.",1
A1TWPPUF6WREH6,One Star: I did not like this at all.,1
A17XYLITBHAF0L,One Star: HORRIBLE,1
A1ZCW2F6UTOQ68,"Great Product: I have been eating Miracle Noodles for several years now as a replacement for pasta.  I love white carbs but they don't help my blood sugar at all.  I was leery the first time I ordered them, but I liked them.  The initial ""fishy"" odor when opening the package my turn some people off, but it dissipates quickly when rinsing them in cold water for a few seconds.  They do not have any fishy taste whatsoever.  For people who have ""texture"" issues with their food these might be a problem as they are a tad bit rubbery, but I figure it is a small sacrifice to be able to use something that does not have a negative impact on my sugar levels.  I do use them as a spaghetti replacement and they work great.  After you cook them and drain them, I do find it is imperative to dry them on paper towels.  If not, they retain a great deal of liquid.  I enjoy incorporating them into my meals.  I made Korean chicken the other night, cooked my Miracle Noodles, added some cooked broccoli and it was delicious.  I keep these in my pantry at all times.  I know they are not for everyone, but for me, they do the trick.",5
A2MUWJLVGRNO26,My wife ordered these and tried passing them off as ...: My wife ordered these and tried passing them off as pasta. They are not pasta. They are weird flavorless slop. The texture is slimy and somehow manages to be soft and tough at the same time.,2
A15ER3IUBH2S4C,"Different but good!: I made spaghetti with these and YUM! I did not notice a weird smell, I rinsed them, fried them in a pan and boiled them as the package said. With the sauce they were delicious! Definitely have a different texture than regular noodles. I think they would be best with asian flavors, as they are similar to the clear noodles used in thai food.",5
A2JVBCSKSCQL4Z,Wasn't bad but wasn't great...: I followed the direction exactly just like others stated to do in reviews but I just could not get past the texture. It is plant like and i could not convince myself it was a noodle. It wasn't bad but wasn't great.,3
A199BFMHBSLICR,"Not good at all: Not good at all.  Taste like I was eating thread!  Tossed it out and we went out for dinner.  The original Miracle Noodles are great, but these were gross!",1
AJ723BHEQEXA1,Did not care for this much: As for me the texture was not nice but I sent the rest to my niece and she loved it!,2
A3GBVK9YOVTAOB,Three Stars: just didn't care for,3
A2OXX3R1OEOGCX,Five Stars: Can't live without these noodles,5
A1XTNMI13X4Q9Z,I love them!: They are amazing! Yeah they don't taste exactly like regular noodles/pasta/rice but they are definitely not bad and they give me the fiber that I need to supplement my diet!,5
A2LEWKZKVOHASK,"Too rubbery, followed directions, and could not even ...: Too rubbery, followed directions, and could not even finish one packet with the help of my boyfriend. I know it's plant based, but can't even eat it",2
A17VEB6FAFI26B,"In a pinch maybe, but these were off...: Mine definitely were rubbery and had an odd odor.  These are packed in liquid and must be drained and rinsed.  Not being the best chef, perhaps I did something wrong in the preparation.  I was looking for low-carb rice or noodles to just whip up the regular way and eat, but will have to keep looking...",2
A3MIYW5TZ3N9MO,"Great substitute for noodles: Rinse well with warm water, drain and ""cook"" in microwave. Great substitute for noodles.",5
A3N4O39VKIUZOF,Taste awful.: Worst stuff I've ever tasted.,1
A165RBKDRLYM7Q,"These are ok, but I'll stick to the angel hair: Edit: I've attached a photo of the pizza I made with these noodles. Yuuuummm!!!

I love miracle noodles. Like others have said, if you expect it to taste and feel like actual pasta, then you won't like it. However, it an excellent substitute, is filling, and healthy. I had to deduct a star for personal preference. The penne is thick, and shaped like penne. It's a bit too chewy even for me. Definitely similar to calimari. I will stick with angel hair. It's by far the best. I follow direction of rinsing well, letting them drain. I do t pat dry, but thrown them on a dry hot skillet to save time. After a few minutes of tossing them in the hot skillet, I add oil and then throw in whatever ingredients. Eggs for a nice frittata, or just veggies for a stir fry. I'll be using these penne noodles in my low carb pizza crust recipe instead.",4
A1FVTZYWXR0DE,"... to surmount the odd smell and bland taste to enjoy many of my favorite dishes without worrying about the ...: Being a noodle fiend I was able to surmount the odd smell and bland taste to enjoy many of my favorite dishes without worrying about the excess noodle carbs.

I'm a foodie and love me some noodles, actually lots of noodles, but dislike that noodles take up so much of my food intake, so these are a nice in-between. Sure there were some sacrifices made, but overall exactly what I expected and wanted.",4
A1POYAOC7DFSPB,Wonderful: Wonderful product. Since I low carb this has been a wonderful addition to my pantry. It is a great replacement for pasta. I would highly recommend it if one is watching their carbs or for someone who watches their blood sugar.,5
AQWYYOSS5H5W4,"Perfect pasta substitute!!: I love this!!! You HAVE to rinse it several
times to get ""fishy"" smell out, but after that, it is a perfect angel hair pasta substitute!",5
AYHYPVMHJ6XJU,They make me feel like I'm eating actual noodles for WAY less the calories: These are my go-to when I'm eating low carb or even low calorie. They make me feel like I'm eating actual noodles for WAY less the calories. I wouldn't ever use these as an Italian noodle substitute because they are more Asian-like.,5
AW2J7EPIWPEYA,... a number of allergies so finding pasta that tastes good is no simple task: A family member has a number of allergies so finding pasta that tastes good is no simple task. They think these are astounding.  Have already recommended to friends.,5
